id,title,doi,publication_year,type,cited_by_count,authors,host_venue,publisher,concepts
https://openalex.org/W2554181771,PREPARATION OF NEODYMIUM HYDROXIDE NANORODS AND NEODYMIUM OXIDE NANORODS BY A HYDROTHERMAL METHOD,,2015,article,11,"Nuengruethai Ekthammathat, Anukorn Phuruangrat, Budsabong Kuntalue, Somchai Thongtem, Titipun Thongtem",,,"Chiang mai, Library science, Sociology, Computer science, Ethnology"
https://openalex.org/W2753694434,Costs and benefits of different methods of esophagectomy for esophageal cancer,https://doi.org/10.1177/0218492317731389,2017,article,16,"Alongkorn Yanasoot, Kamthorn Yolsuriyanwong, Sakchai Ruangsin, Supparerk Laohawiriyakamol, Somkiat Sunpaweravong",,,"Medicine, Esophageal cancer, Esophagectomy, Cancer, General surgery, Surgery, Radiology, Intensive care medicine, Internal medicine"
https://openalex.org/W3080388398,Investigation of Trypanosoma evansi infection in bullfighting cattle in Southern Thailand,https://doi.org/10.14202/vetworld.2020.1674-1678,2020,article,10,"Ketsarin Kamyingkird, Piangjai Chalermwong, Vannarat Saechan, Domechai Kaewnoi, Marc Desquesnes, Ruttayaporn Ngasaman",,,"Trypanosoma evansi, Seroprevalence, Veterinary medicine, Livestock, Biology, Trypanosomiasis, Polymerase chain reaction, Equidae, Virology, Serology, Medicine, Immunology, Ecology, Antibody, Biochemistry, Gene"
https://openalex.org/W2120810676,CHARACTERIZATION AND PHOTOLUMINESCENCE OF PbS NANOCUBES SYNTHESIZED BY A SOLVOTHERMAL METHOD,,2011,article,8,"Anukorn Phuruangrat, Titipun Thongtem, Somchai Thongtem",,,"Chiang mai, Characterization (materials science), Library science, Political science, Engineering physics, Engineering, Materials science, Sociology, Nanotechnology, Computer science, Socioeconomics"
https://openalex.org/W3120475054,Direct oral anticoagulants <i>vs.</i> vitamin K antagonists for left ventricular thrombus: a systematic review and meta-analysis,https://doi.org/10.1080/00015385.2020.1858538,2021,review,11,"Angkawipa Trongtorsak, Sittinun Thangjui, Jakrin Kewcharoen, Natchaya Polpichai, Ratdanai Yodsuwan, Veraprapas Kittipibul, Harvey Friedman, Alfonso Q. Estrada",,,"Medicine, SAINT, Hospital medicine, Internal medicine, Family medicine, Computer security, Computer science"
https://openalex.org/W4387065718,"A visit to Songklanagarind Hospital, Prince of Songkla University",https://doi.org/10.46475/aseanjr.v24i1.204,2023,article,0,Utit Pitaktong,,,Computer science
https://openalex.org/W1892344614,Review: Anxiety and Quality of life in Patients with Myocardial Infarction,https://doi.org/10.14710/nmjn.v1i1.750,2011,article,21,"Bimala Panthee, Charuwan Kritpracha",,,"Anxiety, Myocardial infarction, Medicine, Cardiology, Quality of life (healthcare), Psychology, Internal medicine, Psychiatry, Nursing"
https://openalex.org/W1984800666,Factors of Virtual Classroom to Enhance Online Learning in Multicultural Society for Pre-Service Teacher Students,https://doi.org/10.7763/ijiet.2015.v5.557,2014,article,9,"Ophat Kaosaiyaporn, Wasant Atisabda, Jirawan Plodkaew, Jatuporn Promrak",,,"Multiculturalism, Virtual classroom, Mathematics education, Service-learning, Online learning, Psychology, Multimedia, Pedagogy, Computer science"
https://openalex.org/W2026027708,The gene coding for nigrescin produced by<i>Prevotella nigrescens</i>ATCC 25261,https://doi.org/10.1111/j.1472-765x.2009.02657.x,2009,article,7,"Rawee Teanpaisan, S. Narawatthana, Prapaporn Utarabhand",,,"Library science, Medicine, Family medicine, Computer science"
https://openalex.org/W2972605742,Examining The Relationship Between Human Resource Managemnt Practices And Organizational Citizenship Behavior For Environment Among Administrative Staff In A Thailand University,https://doi.org/10.11113/sh.v11n2-2.1653,2019,article,6,"Lubna Niyomdecha, Khulida Kirana Yahya",,,"Organizational citizenship behavior, Performance appraisal, Organizational behavior and human resources, Human resource management, Compensation (psychology), Human resources, Citizenship, Psychology, Test (biology), Organizational performance, Organizational commitment, Management, Business, Public relations, Knowledge management, Political science, Social psychology, Marketing, Computer science, Law, Economics, Paleontology, Politics, Biology"
https://openalex.org/W2955542359,Determinants of University Dropout: A Case of Thailand,https://doi.org/10.5539/ass.v15n7p49,2019,article,7,"Kelzang Tentsho, Rhysa McNeil, Phattrawan Tongkumchum",,,"Dropout (neural networks), Logistic regression, Psychology, Propensity score matching, Demography, Academic year, Medical education, Mathematics education, Medicine, Sociology, Computer science, Internal medicine, Machine learning"
https://openalex.org/W2010460477,Discontinuation among University Students in Southern Thailand,https://doi.org/10.5539/ies.v2n2p17,2009,article,6,"Ruthaychonnee Sittichai, Phattrawan Tongkumchum, Nittaya McNeil",,,"Discontinuation, Logistic regression, Demography, Bachelor, Duration (music), Statistical analysis, Medicine, Psychology, Pediatrics, Internal medicine, Geography, Statistics, Sociology, Mathematics, Art, Literature, Archaeology"
https://openalex.org/W1972020223,"&lt;p class=""HeadingRunIn""&gt;&lt;strong&gt;Three new species from the Aoridae and Maeridae (Crustacea, Amphipoda) from Thai Waters&lt;/strong&gt;&lt;/p&gt;",https://doi.org/10.11646/zootaxa.3693.4.6,2013,article,6,"Koraon Wongkamhaeng, Charles Oliver Coleman, Pornsilp Pholpunthin",,,"Amphipoda, Biology, Crustacean, Ecology, Zoology, Fishery"
https://openalex.org/W2235438706,"Visitors from Prince of Songkla University, Thailand",,1995,article,0,William Oh,,,Geography
https://openalex.org/W2189015856,"Phytoplankton diversity and its relationships to the physico-chemical environment in the Banglang Reservoir, Yala Province",,2004,article,39,"Chalinda Ariyadej, Reungchai Tansakul, Pimpan Tansakul, Saowapa Angsupanich",,,"Phytoplankton, Chlorophyta, Nutrient, Microcystis aeruginosa, Ecology, Biology, Environmental science, Water quality, Species diversity, Aquatic plant, Algae, Botany, Cyanobacteria, Macrophyte, Genetics, Bacteria"
https://openalex.org/W2939933156,Parking Violation Detection System based on Video processing,https://doi.org/10.1109/icsima.2018.8688790,2018,article,6,"Saifa Khantasak, Nattha Jindapetch, Pakpoom Hoyingcharoen, Kanadit Chetpattananondh, Masami Ikura, Surachate Chumpol",,,"Background subtraction, Process (computing), Computer science, Real-time computing, Detector, Parking lot, Computer vision, Artificial intelligence, Engineering, Pixel, Telecommunications, Civil engineering, Operating system"
https://openalex.org/W16245928,English Camp: A Language Immersion Program in Thailand.,,2009,article,13,"Kris Rugasken, Jacqueline Harris",,,"English language, Mathematics education, Language assessment, First language, Psychology, Pedagogy, Linguistics, Philosophy"
https://openalex.org/W1976740329,"Estimation of Gas-particle partitioning Coefficients (K<sub>p</sub>) of Carcinogenic polycyclic Aromatic hydrocarbons in Carbonaceous Aerosols Collected at Chiang - Mai, Bangkok and hat-Yai, Thailand",https://doi.org/10.7314/apjcp.2013.14.4.2461,2013,article,29,"Siwatt Pongpiachan, Kin‐Fai Ho, Junji Cao",,,"Chiang mai, Environmental chemistry, Environmental science, Carcinogen, Particle (ecology), Chemistry, Organic chemistry, Biology, Ethnology, History, Ecology"
https://openalex.org/W2423393814,Reduction of dissolved organic matter and trihalomethane formation potential in raw water supply reservoir by hybrid ultrafiltration process,https://doi.org/10.2166/aqua.2011.001,2011,article,4,"Warintorn Banchapattanasakda, Charongpun Musikavong, Thunwadee Tachapattaworakul Suksaroj, Chaisri Suksaroj",,,"Environmental science, Environmental engineering"
https://openalex.org/W2016875057,Travel and Tourism Education in Thailand,https://doi.org/10.1300/j172v05n03_02,2005,article,22,Manat Chaisawat,,,"Tourism, Hospitality, Government (linguistics), Bachelor, Marketing, Hospitality management studies, Business, Quality (philosophy), Christian ministry, Higher education, Public relations, Human resources, Economic growth, Political science, Management, Economics, Philosophy, Linguistics, Epistemology, Law"
https://openalex.org/W2343523660,Flow cytometry in squamous cell esophageal cancer and precancerous lesions,https://doi.org/10.1093/dote/10.3.206,1997,article,15,"A Chanvitan, Puttisak Puttawibul, A. G. Cassonf",,,"Medicine, Flow cytometry, Squamous cell cancer, Cancer, Esophageal cancer, Pathology, Cell, Internal medicine, Immunology, Biology, Genetics"
https://openalex.org/W2080961224,A simple and high collection efficiency sampling method for monitoring of carbonyl compounds in a workplace environment,https://doi.org/10.1080/10934529.2012.640244,2012,article,8,"Opas Bunkoed, Panote Thavarungkul, Chongdee Thammakhet, Proespichaya Kanatharana",,,"Formaldehyde, Acetaldehyde, Benzaldehyde, Chemistry, Acetone, Vial, Chromatography, Christian ministry, Derivatization, Butanone, Sampling (signal processing), Organic chemistry, High-performance liquid chromatography, Computer science, Law, Political science, Catalysis, Filter (signal processing), Solvent, Ethanol, Computer vision"
https://openalex.org/W321102524,2-[(E)-2-(4-Chlorophenyl)ethenyl]-1-methylpyridinium iodide monohydrateThis paper is dedicated to Her Royal Highness the late Princess Galyani Vadhana Krom Luang Naradhiwas Rajanagarindra for her patronage of science in Thailand,,2008,article,3,"Kullapa Chanawanno, Suchada Chantrapromma, Hoong‐Kun Fun",,,"Excellence, Library science, Political science, Chemistry, Engineering physics, Physics, Computer science, Law"
https://openalex.org/W4312177934,Theileria infection in bullfighting cattle in Thailand,https://doi.org/10.14202/vetworld.2022.2917-2921,2022,article,8,"Pirayu Rakwong, Narissara Keawchana, Ruttayaporn Ngasaman, Ketsarin Kamyingkird",,,"Theileria, Cattle Diseases, Biology, Veterinary medicine, Virology, Medicine, Parasite hosting, World Wide Web, Computer science"
https://openalex.org/W3009515586,"Grandidierella gilesi Chilton, 1921 (Amphipoda, Aoridae), first encounter of non-indigenous amphipod in the Lam Ta Khong River, Nakhon Ratchasima Province, North-eastern Thailand",https://doi.org/10.3897/bdj.8.e46452,2020,article,6,"Koraon Wongkamhaeng, Pongrat Dumrongrojwattana, Myung‐Hwa Shin, Chaichat Boonyanusith",,,"Amphipoda, Indigenous, Geography, Fishery, China, Ecology, Biology, Archaeology, Crustacean"
https://openalex.org/W2346276083,The Facebook Effect on Prince of Songkla University Students,,2014,article,0,"Kanthee Anantapong, Jarurin Pitanupong",,,"Mathematics education, Psychology, Computer science"
https://openalex.org/W3039396476,Higher Education Studies in the Restive Areas of Thailand’s Southern Insurgency: A Comparison of Resilience among Students at the Pattani Campus and a Nearby Province,https://doi.org/10.17576/mh.2020.1501.09,2020,article,3,Chonnakarn Jatchavala,,,"Resilience (materials science), Psychology, Socioeconomics, Political science, Sociology, Physics, Thermodynamics"
https://openalex.org/W4240302806,News Online,https://doi.org/10.1007/978-1-137-08100-1,2010,book,22,"Graham Meikle, Guy Redden",,,"Newspaper, Journalism, Political science, News values, Media studies, Digital media, Redistribution (election), Politics, News media, Public relations, Sociology, Law"
https://openalex.org/W2788198320,Fungi associated with degradation of rubber wood logs and leaf litter,,2012,dissertation,3,Pornsil Seephueak,,,"Natural rubber, Degradation (telecommunications), Litter, Pulp and paper industry, Forestry, Plant litter, Environmental science, Horticulture, Botany, Waste management, Engineering, Agroforestry, Biology, Geography, Composite material, Materials science, Ecology, Ecosystem, Telecommunications"
https://openalex.org/W2597202223,Reading and Writing Skills Development: The Use of SQ5R Technique,,2010,dissertation,3,Tanomchit Sangcharoon,,,"Reading (process), Mathematics education, Psychology, Computer science, Pedagogy, Linguistics, Philosophy"
https://openalex.org/W2551754804,"Three New Records of Gammarid Amphipod in Songkhla Lake, Thailand",https://doi.org/10.21315/tlsr2016.27.3.8,2016,article,8,"Kotchakorn Rattanama, Manasawan Saengsakda Pattaratumrong, Prawit Towatana, Koraon Wongkamhaeng",,,"Amphipoda, Ecology, Fishery, Geography, Biology, Crustacean"
https://openalex.org/W2941780317,A Comparative Analysis of Medical Education Models and Curriculums of A Medical University and A Medical Education Center,https://doi.org/10.31729/jnma.4107,2019,article,8,"Q U Fanwei, HE Jin, Ming-Zhen Hua, Yanling Jiang, Wenlan Zhao, Virasakdi Chongsuvivatwong, Runsheng Jiang",,,"Internship, Curriculum, Medicine, Context (archaeology), Medical education, Economic shortage, Health care, Problem-based learning, Pedagogy, Psychology, Paleontology, Linguistics, Philosophy, Government (linguistics), Economics, Biology, Economic growth"
https://openalex.org/W1606915837,Professionalism development of first year medical students at Prince of Songkla University,,2009,article,0,"Jarurin Pitanupong, A Vitayanont",,,"Medical education, Empathy, Psychology, Club, Medicine, Social psychology, Anatomy"
https://openalex.org/W57629507,Consumers' preferences toward Prince of Songkla University Demonstration Pharmacy,,2004,article,0,Burin T. Sriwong,,,"Pharmacy, Pharmacist, Service (business), Marketing, Business, Loyalty, Medicine, Nursing"
https://openalex.org/W3006712039,Pyramidal Part-Based Model for Partial Occlusion Handling in Pedestrian Classification,https://doi.org/10.1155/2020/6153580,2020,article,7,"May Thu, Nikom Suvonvorn",,,"Pedestrian, Pyramid (geometry), Computer science, Artificial intelligence, Pedestrian detection, Pattern recognition (psychology), Representation (politics), Scheme (mathematics), Occlusion, Computer vision, Data mining, Mathematics, Engineering, Transport engineering, Medicine, Mathematical analysis, Geometry, Politics, Law, Political science, Cardiology"
https://openalex.org/W3202292560,Patients' discharge information needs and nurses' discharge information support regarding myocardial infarction in Bangladesh,,2014,dissertation,3,Robina Sultana,,,"Myocardial infarction, Medicine, Patient discharge, Hospital discharge, Medical emergency, Cardiology, Internal medicine, MEDLINE, Political science, Law"
https://openalex.org/W2911930036,Optimization for Better World University Rank,https://doi.org/10.5530/jscires.8.1.3,2019,article,9,"Pattira Jabjaimoh, Klairung Samart, Naratip Jansakul, Natthada Jibenja",,,"Ranking (information retrieval), Rank (graph theory), Normalization (sociology), Context (archaeology), Weighting, Maximization, Institution, Benchmarking, Computer science, Data envelopment analysis, Mathematics, Operations research, Statistics, Economics, Sociology, Mathematical optimization, Management, Social science, Artificial intelligence, Geography, Medicine, Combinatorics, Archaeology, Radiology"
https://openalex.org/W2798247371,Model-based approach for estimating biomass and organic carbon in tropical seagrass ecosystems,https://doi.org/10.3354/meps12597,2018,article,12,"Milica Stankovic, Naruemon Tantipisanuh, Ekkalak Rattanachot, Anchana Prathep",,,"Seagrass, Environmental science, Biomass (ecology), Carbon sequestration, Ecosystem, Blue carbon, Marine ecosystem, Biodiversity, Total organic carbon, Ecology, Biology, Carbon dioxide"
https://openalex.org/W2107781071,"<i>Rhipidosiphon lewmanomontiae</i> sp. nov. (Bryopsidales, Chlorophyta), a calcified udoteacean alga from the central Indo-Pacific based on morphological and molecular investigations",https://doi.org/10.2216/10-90.1,2011,article,5,"Eric Coppejans, Frédérik Leliaert, Heroen Verbruggen, Anchana Prathep, Olivier De Clerck",,,"Biology, Appendage, Genus, Stipe (mycology), Botany, Key (lock), Hydrozoa, Zoology, Ecology, Cnidaria, Coral"
https://openalex.org/W638124653,"Corophiine amphipods of the genera Chelicorophium and Paracorophium from the lower Gulf of Thailand (Crustacea, Amphipoda, Corophiidae, Corophiinae)",https://doi.org/10.3897/zookeys.505.9751,2015,article,6,"Koraon Wongkamhaeng, Jaruwat Nabhitabhata, Prawit Towatana",,,"Amphipoda, Mangrove, Crustacean, Genus, Fishery, Geography, Ecology, Archaeology, Biology"
https://openalex.org/W2620128208,Effect of planting date and variety on growth and yield of broccoli during the dry season in southern Thailand.,,2013,article,10,"Karistsapol Nooprom, Quanchit Santipracha, Te-Chato Sompong",,,"Sowing, Randomized block design, Yield (engineering), Horticulture, Biology, Seedling, Agronomy, Growing season, Materials science, Metallurgy"
https://openalex.org/W3204566317,"Effects of Digital Game-Based Learning on Vocabulary Gain, Retention Motivation and Perceptions of Thai Upper Primary School Students",,2019,dissertation,3,Tanaporn Kongprab,,,"Game based learning, Perception, Mathematics education, Vocabulary, Psychology, Vocabulary learning, Computer science, Multimedia, Linguistics, Philosophy, Neuroscience"
https://openalex.org/W2111555807,"Antioxidant and cytotoxic activities of Thai medicinal plants named Khaminkhruea: Arcangelisia flava, Coscinium blumeanum and Fibraurea tinctoria",,2005,article,35,"Niwat Keawpradub, Sukanya Dej-adisai, Supreeya Yuenyongsawad",,,"Brine shrimp, Traditional medicine, DPPH, Chloroform, Chemistry, Petroleum ether, Antioxidant, Pharmacognosy, Biochemistry, Biological activity, Chromatography, Medicine, In vitro, Extraction (chemistry)"
https://openalex.org/W4399443386,Enhanced Rhinacanthin Production in Rhinacanthus nasutus Roots Using a Hydroponics and Elicitation System,https://doi.org/10.5530/jyp.2024.16.28,2024,article,2,"Thongtham Suksawat, Pharkphoom Panichayupakaranant",,,"Hydroponics, Production (economics), Production system (computer science), Biology, Botany, Economics, Macroeconomics"
https://openalex.org/W2911632671,Effects of two frequencies of vibration on the maxillary canine distalization rate and <scp>RANKL</scp> and <scp>OPG</scp> secretion: A randomized controlled trial,https://doi.org/10.1111/ocr.12301,2019,article,14,"Natchanon Siriphan, Chidchanok Leethanakul, Udom Thongudomporn",,,"RANKL, Medicine, Dentistry, Orthodontics, Internal medicine, Receptor, Activator (genetics)"
https://openalex.org/W2151448878,"Maeropsis paphavasitae and Rotomelita longipropoda, two new species (Crustacea, Amphipoda) from Lower Gulf of Thailand",https://doi.org/10.3897/zookeys.307.5273,2013,article,4,"Koraon Wongkamhaeng, Charles Oliver Coleman, Pornsilp Pholpanthin",,,"Amphipoda, Crustacean, Fishery, Geography, Biology"
https://openalex.org/W2182158947,Screening of rubber (Hevea brasiliensis Muell. Arg.) rootstocks for the white root disease resistance.,,2012,article,15,"Suneerat Wattanasilakorn, Sayan Sdoodee, Charassri Nualsri, Samerchai Chuenchit",,,"Hevea brasiliensis, Biology, Horticulture, Seedling, clone (Java method), Petiole (insect anatomy), Plant disease resistance, Hevea, Botany, Natural rubber, Chemistry, DNA, Hymenoptera, Biochemistry, Genetics, Organic chemistry, Gene"
https://openalex.org/W2186003167,P16(INK4A) expression in Bowen's disease and Bowenoid papulosis.,,2006,article,14,"Sauvarat Auepemkiate, Paramee Thongsuksai, Pleumjit Boonyaphiphat",,,"Medicine, Bowen's disease, Pathology, Immunohistochemistry, Carcinogenesis, Dermatology, Basal cell, Cancer, Internal medicine"
https://openalex.org/W4309703293,Determinants of perceived e-learning usefulness in higher education: A case of Thailand,https://doi.org/10.21511/im.18(4).2022.08,2022,article,9,"Long Kim, Pimlapas Pongsakornrungsilp, Siwarit Pongsakornrungsilp, Teerada Cattapan, Nuttaprachya Nantavisit",,,"Psychology, Path analysis (statistics), Higher education, Risk perception, Applied psychology, Medical education, Social psychology, Perception, Medicine, Computer science, Machine learning, Neuroscience, Political science, Law"
https://openalex.org/W4386189970,"A Framework for Assessing Students Participation at the Faculty of Humanities and Social Sciences, Prince of Songkla University",https://doi.org/10.2991/978-2-38476-096-1_49,2023,book-chapter,0,"Phathara-on Wesarat, Siriporn Tongnuanchan, Patra Sahaviriya",,,"Sociology, Library science, Humanities, Political science, Computer science, Art"
https://openalex.org/W2561664714,บริบททางประวัติศาสตร์กับกำเนิดมหาวิทยาลัยสงขลานครินทร์ วิทยาเขตปัตตานี The Birth of Prince of Songkla University; Pattani Campus and the Historical Context,,2013,article,0,บัญชา สําเร็จกิจ,,,"Context (archaeology), Plan (archaeology), Political science, Sociology, Public administration, Geography, Archaeology"
https://openalex.org/W2267080504,The effects of drama-based instruction on English oral communication ability and motivation in learning English of eleventh grade students,https://doi.org/10.58837/chula.the.2010.303,2010,dissertation,10,Pochanee Nuktong,,,"Eleventh, Drama, Mathematics education, Psychology, Pedagogy, Literature, Art, Physics, Acoustics"
https://openalex.org/W3183248994,"Diversity of the Adult Frogs (Amphibia: Anura) in Prince of Songkla University, Pattani Campus, Thailand",https://doi.org/10.14456/nujst.2021.37,2021,article,0,"Lattapon Sangrueng, Somsak Buatip, Nirattisai Petchsupa, Nattawut Srichairat",,,"Species evenness, Biology, Species diversity, Ecology, Abundance (ecology), Identification key, Zoology, Taxonomy (biology)"
https://openalex.org/W2153055377,Promoting learning processes for public participation in sustainable development: lessons and experiences from action research in Southern Thailand,https://doi.org/10.1504/ijesd.2006.009381,2006,article,4,"Jawanit Kittitornkool, Peter Burt",,,"Environmental education, Participatory action research, Sustainable development, Facilitation, Citizen journalism, Natural resource, Social capital, Action research, Community education, Community development, Action (physics), Public participation, Sustainable community, Political science, Community participation, Economic growth, Public relations, Sociology, Pedagogy, Socioeconomics, Economics, Physics, Quantum mechanics, Law"
https://openalex.org/W4401247591,Welcome Message from the President of Prince of Songkla University,https://doi.org/10.1109/jcsse61278.2024.10613663,2024,article,0,Niwat Keawpradub,,,"Computer science, Political science"
https://openalex.org/W2184638744,"An evaluation of the sexual system of Garcinia atroviridis L. (Clusiaceae), based on reproductive features",,2007,article,17,"Sasithorn Pangsuban, Prince of Songkla University Noparat Bamroongrugsa, Kamnoon Kanchanapoom, Charassri Nualsri",,,"Hermaphrodite, Biology, Gynodioecy, Clusiaceae, Reproductive biology, Stamen, Inflorescence, Botany, Pollen, Dioecy, Horticulture, Embryo, Embryogenesis, Cell biology"
https://openalex.org/W2523543644,A multicenter study of oral malignant tumors from Thailand,https://doi.org/10.4103/0973-029x.190949,2016,article,11,"Kittipong Dhanuthai, Somsri Rojanawatsirivej, Ajiravudh Subarnbhesaj, Watcharaporn Thosaporn, Sompid Kintarak",,,"Medicine, Mucoepidermoid carcinoma, Tongue, Oral mucosa, Biopsy, Oral and maxillofacial pathology, Basal cell, Oral medicine, Lymphoma, Dermatology, Carcinoma, Internal medicine, Pathology, Dentistry"
https://openalex.org/W1985215937,Organic Solvent and Laundry Detergent Stable Crude Protease from Nile Tilapia (<i>Oreochromis niloticus</i>) Viscera,https://doi.org/10.1080/10498850.2012.696174,2013,article,9,"Tanaji G. Kudre, Chakree Thongraung",,,"Nile tilapia, Oreochromis, Protease, Chemistry, PMSF, Chromatography, Solvent, Dimethyl sulfoxide, Sodium dodecyl sulfate, Laundry, Nile red, Food science, Biochemistry, Enzyme, Organic chemistry, Fish <Actinopterygii>, Biology, Fishery, Waste management, Physics, Quantum mechanics, Engineering, Fluorescence"
https://openalex.org/W2601001662,การพัฒนาองค์การแห่งการเรียนรู้ของมหาวิทยาลัยสงขลานครินทร์ Development of Learning Organization of Prince of Songkla University,,2015,article,0,"Somchai Rattanakoch, Phongsri Vanitsuppavong, Ekkarin Sungtong",,,Political science
https://openalex.org/W2133702989,The number of options in multiple choice items in language tests: does it make any difference? Evidence from Thailand,https://doi.org/10.1186/s40468-014-0008-7,2014,article,7,"Inadaphat Thanyapa, Michael Currie",,,"Multiple choice, Variation (astronomy), Test (biology), Psychology, Reading (process), Reliability (semiconductor), Construct (python library), Mathematics education, Statistics, Social psychology, Computer science, Linguistics, Mathematics, Paleontology, Philosophy, Physics, Power (physics), Quantum mechanics, Astrophysics, Biology, Programming language"
https://openalex.org/W2552436966,"Two new species of Floresorchestia (Crustacea, Amphipoda, Talitridae) in Thailand",https://doi.org/10.3897/zookeys.635.10454,2016,article,7,"Koraon Wongkamhaeng, Pongrat Dumrongrojwattana, Manasawan Saengsakda Pattaratumrong",,,"Seta, Telson, Littoral zone, Crustacean, Peduncle (anatomy), Geography, Swamp, Taxonomy (biology), Biology, Ecology, Genus, Anatomy, Decapoda"
https://openalex.org/W2101009673,Synthesis of CuS with different morphologies by refluxing method: Nanopaticles in clusters and nanoflakes in spongelike clusters,,2012,article,4,"Anukorn Phuruangrat, P Thoonchalong, Somchai Thongtem, Titipun Thongtem",,,"Chiang mai, Library science, Engineering, Sociology, Computer science, Socioeconomics"
https://openalex.org/W4395037785,The personality traits with depression and suicidal ideation among Thai medical students: a university-based multiregional study,https://doi.org/10.1186/s40359-024-01707-8,2024,article,8,"Jarurin Pitanupong, Adchara Sa-i, Katti Sathaporn, Aimorn Jiraphan, Pichai Ittasakul, Nuntaporn Karawekpanyawong",,,"Suicidal ideation, Clinical psychology, Depression (economics), Patient Health Questionnaire, Logistic regression, Psychology, Big Five personality traits, Personality, Medicine, Psychiatry, Demography, Anxiety, Poison control, Suicide prevention, Depressive symptoms, Internal medicine, Social psychology, Economics, Macroeconomics, Environmental health, Sociology"
https://openalex.org/W2265366524,"Critical Thinking Ability among Senior Nursing Students Faculty of Nursing, Prince of Songkla University",,2012,article,0,"Chantra Promnoi, Natenapa Promtape, Samonnun Tasaneesuwan",,,"Critical thinking, Nursing, Descriptive statistics, Psychology, Medical education, Medicine, Mathematics education, Mathematics, Statistics"
https://openalex.org/W36781684,Peritoneal Dialysis-Related Peritonitis in Southern Thailand,https://doi.org/10.1177/039139880803100107,2008,article,7,"Narongsak Nakwan, Pornsak Dissaneewate, Apiradee Lim, Prayong Vachvanichsanong",,,"Medicine, Peritonitis, Peritoneal dialysis, Incidence (geometry), Surgery, Catheter, Internal medicine, Gastroenterology, Optics, Physics"
https://openalex.org/W4307557464,ENVISAGING CODE-MIXING AND CODE-SWITCHING IN ENGLISH CONVERSATION AMONG THAI STUDENTS: BREACHING THE MOTIVES FROM SOCIOLINGUISTIC PERSPECTIVES,https://doi.org/10.24071/ijhs.v6i1.5216,2022,article,2,"Ikrar Genidal Riadil, Nattakan Dilts",,,"Code-switching, Code-mixing, Lexicalization, Conversation, Utterance, Code (set theory), Subject (documents), Computer science, Mathematics education, Linguistics, Sociology, Psychology, Pedagogy, Artificial intelligence, Communication, Programming language, World Wide Web, Set (abstract data type), Philosophy"
https://openalex.org/W2323637992,"Host genetics and Symbiodinium D diversity in a stress-tolerant scleractinian coral, Oulastrea crispata, in the West Pacific",https://doi.org/10.3354/meps10041,2012,article,29,"YT Lien, Shashank Keshavmurthy, Y. Nakano, Sakanan Plathong, Hui Huang, Hsu Cm, Hironobu Fukami, Yoh Yamashita, HJ Hsieh, Jih‐Terng Wang, CA Chen",,,"Symbiodinium, Coral, Coral reef, China, Biology, Ecology, Geography, Archaeology, Genetics, Symbiosis, Bacteria"
https://openalex.org/W2181357219,"An Evaluation of Fundamental English Reading and Writing Course provided at Prince of Songkla University, Hat-Yai, Thailand",,2011,dissertation,0,Jinlana Madtathawee,,,"Reading (process), Course (navigation), Mathematics education, Psychology, Political science, Engineering, Aerospace engineering, Law"
https://openalex.org/W2311211374,SPORTS AND RECREATION ACTIVITIES DEVELOPMENT MODEL FOR ENHANCING PARTICIPATION OF STUDENTS AT PRINCE OF SONGKLA UNIVERSITY PATTANI CAMPUS,,2013,article,0,Nattee Boonjan,,,"Recreation, Dance, Singing, Popularity, Psychology, Medical education, Advertising, Pedagogy, Management, Political science, Visual arts, Medicine, Art, Business, Social psychology, Law, Economics"
https://openalex.org/W3048673468,Gastrointestinal parasite infections in fighting bulls in South Thailand,https://doi.org/10.14202/vetworld.2020.1544-1548,2020,article,11,"Domechai Kaewnoi, Ratchakul Wiriyaprom, Saowakon Indoung, Ruttayaporn Ngasaman",,,"Deworming, Veterinary medicine, Eimeria, Fasciola, Biology, Feces, Intestinal parasite, Anthelmintic, Trichuris, Coinfection, Cryptosporidium, Helminths, Parasite hosting, Nematodirus, Eggs per gram, Fasciola hepatica, Microbiology, Medicine, Immunology, Computer science, Virus, World Wide Web"
https://openalex.org/W2183332809,MICROWAVE HYDROTHERMAL SYNTHESIS AND CHARACTERIZATION OF COPPER SULFIDE WITH DIFFERENT MORPHOLOGIES,,2013,article,4,Somchai Thongtem,,,"Chiang mai, Library science, Copper sulfide, Copper, Materials science, Sociology, Metallurgy, Computer science, Ethnology"
https://openalex.org/W4390446603,Global Health Research and Innovation: A New Mission of Prince of Songkla University,https://doi.org/10.31584/psumj.2023267931,2023,article,0,"Tippawan Liabsuetrakul, Quazi Monirul Islam",,,Political science
https://openalex.org/W2582209399,"Cancer Nursing at Songklanagarind Hospital, Prince of Songkla University",,2013,article,0,眞由美 田村,,,"Medicine, Nursing"
https://openalex.org/W4409463033,"Socio-Cultural Adaptation and Academic Achievement: A Case Study of International Students at Prince of Songkla University, Pattani Campus",https://doi.org/10.58344/jmi.v3i9.1840,2024,article,0,"Else Shinta Maharani, Abdulai M. Kaba, Syariful Syariful",,,"Adaptation (eye), Mathematics education, Psychology, Neuroscience"
